iso3,country,indicator,indicator_label,framework_layer,year,value,region,income_group,data_status,years_since_estimate,indicator_short,l2_dimension
UNSDG_ASIA,Asia (UNSDG),NT_CF_MAD,"Minimum acceptable diet (6-23 months), %",Layer 2: Underlying Determinants,2024,22.6354,,,Recent (≤5 years),0,Minimum Acceptable Diet,Diets & Care (IYCF)
UNSDG_ASIA,Asia (UNSDG),NT_CF_MDD,"Minimum dietary diversity >=5/8 food groups (6-23 months), %",Layer 2: Underlying Determinants,2024,34.8887,,,Recent (≤5 years),0,Minimum Dietary Diversity,Diets & Care (IYCF)
UNSDG_ASIA,Asia (UNSDG),NT_CF_MMF,"Minimum meal frequency (6-23 months), %",Layer 2: Underlying Determinants,2024,52.7093,,,Recent (≤5 years),0,Minimum Meal Frequency,Diets & Care (IYCF)
UNSDG_AUSTRALIANEWZEALAND,Australia and New Zealand (UNSDG),MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,95.3,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
UNSDG_AUSTRALIANEWZEALAND,Australia and New Zealand (UNSDG),MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,98.5,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
UNSDG_CARIBBEAN,Caribbean (UNSDG),MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,85.7,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
UNSDG_CARIBBEAN,Caribbean (UNSDG),MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,90.0,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
UNSDG_CARIBBEAN,Caribbean (UNSDG),NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2024,48.4215,,,Recent (≤5 years),0,Early Initiation of BF,Diets & Care (IYCF)
UNSDG_CARIBBEAN,Caribbean (UNSDG),NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,25.0138,,,Recent (≤5 years),0,Exclusive BF <6m,Diets & Care (IYCF)
UNSDG_CARIBBEAN,Caribbean (UNSDG),NT_CF_MDD,"Minimum dietary diversity >=5/8 food groups (6-23 months), %",Layer 2: Underlying Determinants,2024,61.2717,,,Recent (≤5 years),0,Minimum Dietary Diversity,Diets & Care (IYCF)
UNSDG_CENTRALAMR,Central America (UNSDG),MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,92.8,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
UNSDG_CENTRALAMR,Central America (UNSDG),MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,92.9,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
UNSDG_CENTRALAMR,Central America (UNSDG),NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2024,58.9811,,,Recent (≤5 years),0,Early Initiation of BF,Diets & Care (IYCF)
UNSDG_CENTRALAMR,Central America (UNSDG),NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,37.9489,,,Recent (≤5 years),0,Exclusive BF <6m,Diets & Care (IYCF)
UNSDG_CENTRALAMR,Central America (UNSDG),NT_CF_MMF,"Minimum meal frequency (6-23 months), %",Layer 2: Underlying Determinants,2024,75.2,,,Recent (≤5 years),0,Minimum Meal Frequency,Diets & Care (IYCF)
UNSDG_CENTRALASIA,Central Asia (UNSDG),MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,88.8,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
UNSDG_CENTRALASIA,Central Asia (UNSDG),MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,99.5,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
UNSDG_CENTRALASIA,Central Asia (UNSDG),NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2024,49.1642,,,Recent (≤5 years),0,Early Initiation of BF,Diets & Care (IYCF)
UNSDG_CENTRALASIA,Central Asia (UNSDG),NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,33.0982,,,Recent (≤5 years),0,Exclusive BF <6m,Diets & Care (IYCF)
UNSDG_CENTRALASIA,Central Asia (UNSDG),NT_CF_MAD,"Minimum acceptable diet (6-23 months), %",Layer 2: Underlying Determinants,2024,37.1797,,,Recent (≤5 years),0,Minimum Acceptable Diet,Diets & Care (IYCF)
UNSDG_CENTRALASIA,Central Asia (UNSDG),NT_CF_MDD,"Minimum dietary diversity >=5/8 food groups (6-23 months), %",Layer 2: Underlying Determinants,2024,54.4277,,,Recent (≤5 years),0,Minimum Dietary Diversity,Diets & Care (IYCF)
UNSDG_CENTRALASIA,Central Asia (UNSDG),NT_CF_MMF,"Minimum meal frequency (6-23 months), %",Layer 2: Underlying Determinants,2024,65.7167,,,Recent (≤5 years),0,Minimum Meal Frequency,Diets & Care (IYCF)
UNSDG_CENTRALASIASOUTHERNASIA,Central and Southern Asia (UNSDG),MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,65.0,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
UNSDG_CENTRALASIASOUTHERNASIA,Central and Southern Asia (UNSDG),MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,88.7,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
UNSDG_CENTRALASIASOUTHERNASIA,Central and Southern Asia (UNSDG),NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2024,38.1661,,,Recent (≤5 years),0,Early Initiation of BF,Diets & Care (IYCF)
UNSDG_CENTRALASIASOUTHERNASIA,Central and Southern Asia (UNSDG),NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,58.439,,,Recent (≤5 years),0,Exclusive BF <6m,Diets & Care (IYCF)
UNSDG_CENTRALASIASOUTHERNASIA,Central and Southern Asia (UNSDG),NT_CF_MAD,"Minimum acceptable diet (6-23 months), %",Layer 2: Underlying Determinants,2024,14.5399,,,Recent (≤5 years),0,Minimum Acceptable Diet,Diets & Care (IYCF)
UNSDG_CENTRALASIASOUTHERNASIA,Central and Southern Asia (UNSDG),NT_CF_MDD,"Minimum dietary diversity >=5/8 food groups (6-23 months), %",Layer 2: Underlying Determinants,2024,24.6822,,,Recent (≤5 years),0,Minimum Dietary Diversity,Diets & Care (IYCF)
UNSDG_CENTRALASIASOUTHERNASIA,Central and Southern Asia (UNSDG),NT_CF_MMF,"Minimum meal frequency (6-23 months), %",Layer 2: Underlying Determinants,2024,44.189,,,Recent (≤5 years),0,Minimum Meal Frequency,Diets & Care (IYCF)
UNSDG_EASTERNAFR,Eastern Africa (UNSDG),MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,62.0,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
UNSDG_EASTERNAFR,Eastern Africa (UNSDG),MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,74.0,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
UNSDG_EASTERNAFR,Eastern Africa (UNSDG),NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2024,70.9832,,,Recent (≤5 years),0,Early Initiation of BF,Diets & Care (IYCF)
UNSDG_EASTERNAFR,Eastern Africa (UNSDG),NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,59.1375,,,Recent (≤5 years),0,Exclusive BF <6m,Diets & Care (IYCF)
UNSDG_EASTERNAFR,Eastern Africa (UNSDG),NT_CF_MAD,"Minimum acceptable diet (6-23 months), %",Layer 2: Underlying Determinants,2024,12.3408,,,Recent (≤5 years),0,Minimum Acceptable Diet,Diets & Care (IYCF)
UNSDG_EASTERNAFR,Eastern Africa (UNSDG),NT_CF_MDD,"Minimum dietary diversity >=5/8 food groups (6-23 months), %",Layer 2: Underlying Determinants,2024,19.3655,,,Recent (≤5 years),0,Minimum Dietary Diversity,Diets & Care (IYCF)
UNSDG_EASTERNAFR,Eastern Africa (UNSDG),NT_CF_MMF,"Minimum meal frequency (6-23 months), %",Layer 2: Underlying Determinants,2024,51.0379,,,Recent (≤5 years),0,Minimum Meal Frequency,Diets & Care (IYCF)
UNSDG_EASTERNASIA,Eastern Asia (UNSDG),MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,94.1,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
UNSDG_EASTERNASIA,Eastern Asia (UNSDG),MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,99.9,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
UNSDG_EASTERNASIA,Eastern Asia (UNSDG),NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,35.2145,,,Recent (≤5 years),0,Exclusive BF <6m,Diets & Care (IYCF)
UNSDG_EASTERNASIA,Eastern Asia (UNSDG),NT_CF_MAD,"Minimum acceptable diet (6-23 months), %",Layer 2: Underlying Determinants,2024,43.2894,,,Recent (≤5 years),0,Minimum Acceptable Diet,Diets & Care (IYCF)
UNSDG_EASTERNASIA,Eastern Asia (UNSDG),NT_CF_MDD,"Minimum dietary diversity >=5/8 food groups (6-23 months), %",Layer 2: Underlying Determinants,2024,60.4901,,,Recent (≤5 years),0,Minimum Dietary Diversity,Diets & Care (IYCF)
UNSDG_EASTERNASIA,Eastern Asia (UNSDG),NT_CF_MMF,"Minimum meal frequency (6-23 months), %",Layer 2: Underlying Determinants,2024,72.3515,,,Recent (≤5 years),0,Minimum Meal Frequency,Diets & Care (IYCF)
UNSDG_EASTERNASIASOUTHEASTERNASIA,Eastern and South-Eastern Asia (UNSDG),MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,87.1,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
UNSDG_EASTERNASIASOUTHEASTERNASIA,Eastern and South-Eastern Asia (UNSDG),MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,97.0,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
UNSDG_EASTERNASIASOUTHEASTERNASIA,Eastern and South-Eastern Asia (UNSDG),NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,37.4018,,,Recent (≤5 years),0,Exclusive BF <6m,Diets & Care (IYCF)
UNSDG_EASTERNASIASOUTHEASTERNASIA,Eastern and South-Eastern Asia (UNSDG),NT_CF_MAD,"Minimum acceptable diet (6-23 months), %",Layer 2: Underlying Determinants,2024,43.4158,,,Recent (≤5 years),0,Minimum Acceptable Diet,Diets & Care (IYCF)
UNSDG_EASTERNASIASOUTHEASTERNASIA,Eastern and South-Eastern Asia (UNSDG),NT_CF_MDD,"Minimum dietary diversity >=5/8 food groups (6-23 months), %",Layer 2: Underlying Determinants,2024,55.6953,,,Recent (≤5 years),0,Minimum Dietary Diversity,Diets & Care (IYCF)
UNSDG_EASTERNASIASOUTHEASTERNASIA,Eastern and South-Eastern Asia (UNSDG),NT_CF_MMF,"Minimum meal frequency (6-23 months), %",Layer 2: Underlying Determinants,2024,73.5193,,,Recent (≤5 years),0,Minimum Meal Frequency,Diets & Care (IYCF)
UNSDG_EASTERNEUROPE,Eastern Europe (UNSDG),MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,99.4,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
UNSDG_EUROPE,Europe (UNSDG),MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,98.9,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
UNSDG_EUROPENORTHERNAMR,Europe and Northern America (UNSDG),MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,96.5,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
UNSDG_EUROPENORTHERNAMR,Europe and Northern America (UNSDG),MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,98.9,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
UNSDG_LAC,Latin America and the Caribbean (UNSDG),MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,91.0,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
UNSDG_LAC,Latin America and the Caribbean (UNSDG),MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,95.9,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
UNSDG_LAC,Latin America and the Caribbean (UNSDG),NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2024,58.858,,,Recent (≤5 years),0,Early Initiation of BF,Diets & Care (IYCF)
UNSDG_LAC,Latin America and the Caribbean (UNSDG),NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,43.2,,,Recent (≤5 years),0,Exclusive BF <6m,Diets & Care (IYCF)
UNSDG_LDC,Países menos adelantados,IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,74.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
UNSDG_LDC,Países menos adelantados,MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,54.0,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
UNSDG_LDC,Países menos adelantados,MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,75.1,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
UNSDG_LDC,Países menos adelantados,NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2024,58.938,,,Recent (≤5 years),0,Early Initiation of BF,Diets & Care (IYCF)
UNSDG_LDC,Países menos adelantados,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,51.6533,,,Recent (≤5 years),0,Exclusive BF <6m,Diets & Care (IYCF)
UNSDG_LDC,Países menos adelantados,NT_CF_MAD,"Minimum acceptable diet (6-23 months), %",Layer 2: Underlying Determinants,2024,13.2959,,,Recent (≤5 years),0,Minimum Acceptable Diet,Diets & Care (IYCF)
UNSDG_LDC,Países menos adelantados,NT_CF_MDD,"Minimum dietary diversity >=5/8 food groups (6-23 months), %",Layer 2: Underlying Determinants,2024,20.6202,,,Recent (≤5 years),0,Minimum Dietary Diversity,Diets & Care (IYCF)
UNSDG_LDC,Países menos adelantados,NT_CF_MMF,"Minimum meal frequency (6-23 months), %",Layer 2: Underlying Determinants,2024,45.6375,,,Recent (≤5 years),0,Minimum Meal Frequency,Diets & Care (IYCF)
UNSDG_LLDC,Landlocked developing countries (LLDC) (UNSDG),MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,61.2,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
UNSDG_LLDC,Landlocked developing countries (LLDC) (UNSDG),MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,74.8,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
UNSDG_LLDC,Landlocked developing countries (LLDC) (UNSDG),NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2024,63.9865,,,Recent (≤5 years),0,Early Initiation of BF,Diets & Care (IYCF)
UNSDG_LLDC,Landlocked developing countries (LLDC) (UNSDG),NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,49.9119,,,Recent (≤5 years),0,Exclusive BF <6m,Diets & Care (IYCF)
UNSDG_LLDC,Landlocked developing countries (LLDC) (UNSDG),NT_CF_MAD,"Minimum acceptable diet (6-23 months), %",Layer 2: Underlying Determinants,2024,15.9497,,,Recent (≤5 years),0,Minimum Acceptable Diet,Diets & Care (IYCF)
UNSDG_LLDC,Landlocked developing countries (LLDC) (UNSDG),NT_CF_MDD,"Minimum dietary diversity >=5/8 food groups (6-23 months), %",Layer 2: Underlying Determinants,2024,23.7683,,,Recent (≤5 years),0,Minimum Dietary Diversity,Diets & Care (IYCF)
UNSDG_LLDC,Landlocked developing countries (LLDC) (UNSDG),NT_CF_MMF,"Minimum meal frequency (6-23 months), %",Layer 2: Underlying Determinants,2024,53.5806,,,Recent (≤5 years),0,Minimum Meal Frequency,Diets & Care (IYCF)
UNSDG_MELANESIA,Melanesia (UNSDG),MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,60.0,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
UNSDG_MELANESIA,Melanesia (UNSDG),MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,76.4,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
UNSDG_MICRONESIA,Micronesia (UNSDG),MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,96.9,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
UNSDG_MICRONESIA,Micronesia (UNSDG),NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2024,47.5095,,,Recent (≤5 years),0,Early Initiation of BF,Diets & Care (IYCF)
UNSDG_MICRONESIA,Micronesia (UNSDG),NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,62.7218,,,Recent (≤5 years),0,Exclusive BF <6m,Diets & Care (IYCF)
UNSDG_MICRONESIA,Micronesia (UNSDG),NT_CF_MAD,"Minimum acceptable diet (6-23 months), %",Layer 2: Underlying Determinants,2024,9.7729,,,Recent (≤5 years),0,Minimum Acceptable Diet,Diets & Care (IYCF)
UNSDG_MICRONESIA,Micronesia (UNSDG),NT_CF_MDD,"Minimum dietary diversity >=5/8 food groups (6-23 months), %",Layer 2: Underlying Determinants,2024,12.6346,,,Recent (≤5 years),0,Minimum Dietary Diversity,Diets & Care (IYCF)
UNSDG_MICRONESIA,Micronesia (UNSDG),NT_CF_MMF,"Minimum meal frequency (6-23 months), %",Layer 2: Underlying Determinants,2024,71.7831,,,Recent (≤5 years),0,Minimum Meal Frequency,Diets & Care (IYCF)
UNSDG_MIDDLEAFR,Middle Africa (UNSDG),MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,50.0,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
UNSDG_MIDDLEAFR,Middle Africa (UNSDG),MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,79.0,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
UNSDG_MIDDLEAFR,Middle Africa (UNSDG),NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2024,52.4174,,,Recent (≤5 years),0,Early Initiation of BF,Diets & Care (IYCF)
UNSDG_MIDDLEAFR,Middle Africa (UNSDG),NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,41.73,,,Recent (≤5 years),0,Exclusive BF <6m,Diets & Care (IYCF)
UNSDG_MIDDLEAFR,Middle Africa (UNSDG),NT_CF_MAD,"Minimum acceptable diet (6-23 months), %",Layer 2: Underlying Determinants,2024,10.502,,,Recent (≤5 years),0,Minimum Acceptable Diet,Diets & Care (IYCF)
UNSDG_MIDDLEAFR,Middle Africa (UNSDG),NT_CF_MDD,"Minimum dietary diversity >=5/8 food groups (6-23 months), %",Layer 2: Underlying Determinants,2024,17.3811,,,Recent (≤5 years),0,Minimum Dietary Diversity,Diets & Care (IYCF)
UNSDG_MIDDLEAFR,Middle Africa (UNSDG),NT_CF_MMF,"Minimum meal frequency (6-23 months), %",Layer 2: Underlying Determinants,2024,32.933,,,Recent (≤5 years),0,Minimum Meal Frequency,Diets & Care (IYCF)
UNSDG_NORTHAFR,Northern Africa (UNSDG),MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,70.3,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
UNSDG_NORTHAFR,Northern Africa (UNSDG),MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,94.6,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
UNSDG_NORTHAFR,Northern Africa (UNSDG),NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2024,32.9153,,,Recent (≤5 years),0,Early Initiation of BF,Diets & Care (IYCF)
UNSDG_NORTHAFR,Northern Africa (UNSDG),NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,36.164,,,Recent (≤5 years),0,Exclusive BF <6m,Diets & Care (IYCF)
UNSDG_NORTHAFR,Northern Africa (UNSDG),NT_CF_MAD,"Minimum acceptable diet (6-23 months), %",Layer 2: Underlying Determinants,2024,25.458,,,Recent (≤5 years),0,Minimum Acceptable Diet,Diets & Care (IYCF)
UNSDG_NORTHAFR,Northern Africa (UNSDG),NT_CF_MDD,"Minimum dietary diversity >=5/8 food groups (6-23 months), %",Layer 2: Underlying Determinants,2024,42.1033,,,Recent (≤5 years),0,Minimum Dietary Diversity,Diets & Care (IYCF)
UNSDG_NORTHAFR,Northern Africa (UNSDG),NT_CF_MMF,"Minimum meal frequency (6-23 months), %",Layer 2: Underlying Determinants,2024,53.8408,,,Recent (≤5 years),0,Minimum Meal Frequency,Diets & Care (IYCF)
