iso3,country,indicator,indicator_label,framework_layer,year,value,region,income_group,data_status,years_since_estimate,indicator_short,progress
BEN,Benin,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,33.2171,Sub-Saharan Africa,Lower middle income,Recent (≤5 years),0,Stunting,Off track
BEN,Benin,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,3.7316,Sub-Saharan Africa,Lower middle income,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
BEN,Benin,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2021,44.9468,Sub-Saharan Africa,Lower middle income,Recent (≤5 years),3,Excl. Breastfeeding,Off track
BEN,Benin,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,16.4458,Sub-Saharan Africa,Lower middle income,Recent (≤5 years),4,Low Birth Weight,On track
BFA,Burkina Faso,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,44.3,Sub-Saharan Africa,Low income,Recent (≤5 years),1,Anaemia (WRA),On track
BFA,Burkina Faso,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,19.5408,Sub-Saharan Africa,Low income,Recent (≤5 years),0,Stunting,Off track
BFA,Burkina Faso,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,2.8138,Sub-Saharan Africa,Low income,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
BFA,Burkina Faso,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2021,51.2577,Sub-Saharan Africa,Low income,Recent (≤5 years),3,Excl. Breastfeeding,Insufficient progress
BFA,Burkina Faso,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,18.4687,Sub-Saharan Africa,Low income,Recent (≤5 years),4,Low Birth Weight,On track
BGD,Bangladesh,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,37.6,South Asia,Lower middle income,Recent (≤5 years),1,Anaemia (WRA),On track
BGD,Bangladesh,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,25.0916,South Asia,Lower middle income,Recent (≤5 years),0,Stunting,Off track
BGD,Bangladesh,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,1.6215,South Asia,Lower middle income,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
BGD,Bangladesh,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2022,53.2855,South Asia,Lower middle income,Recent (≤5 years),2,Excl. Breastfeeding,Insufficient progress
BGD,Bangladesh,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,23.0467,South Asia,Lower middle income,Recent (≤5 years),4,Low Birth Weight,On track
BGR,Bulgaria,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,25.8,Europe and Central Asia,Upper middle income,Recent (≤5 years),1,Anaemia (WRA),On track
BGR,Bulgaria,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,5.5262,Europe and Central Asia,Upper middle income,Recent (≤5 years),0,Stunting,On track
BGR,Bulgaria,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,5.47,Europe and Central Asia,Upper middle income,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
BGR,Bulgaria,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,11.3616,Europe and Central Asia,Upper middle income,Recent (≤5 years),4,Low Birth Weight,On track
BHR,Bahrain,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,38.4,Middle East and North Africa,High income,Recent (≤5 years),1,Anaemia (WRA),On track
BHR,Bahrain,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,4.624,Middle East and North Africa,High income,Recent (≤5 years),0,Stunting,On track
BHR,Bahrain,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,12.4415,Middle East and North Africa,High income,Recent (≤5 years),4,Low Birth Weight,On track
BHS,Bahamas,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,18.8,Latin America and Caribbean,High income,Recent (≤5 years),1,Anaemia (WRA),On track
BHS,Bahamas,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,15.3972,Latin America and Caribbean,High income,Recent (≤5 years),4,Low Birth Weight,On track
BIH,Bosnia and Herzegovina,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,26.0,Europe and Central Asia,Upper middle income,Recent (≤5 years),1,Anaemia (WRA),On track
BIH,Bosnia and Herzegovina,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,7.9154,Europe and Central Asia,Upper middle income,Recent (≤5 years),0,Stunting,On track
BIH,Bosnia and Herzegovina,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,13.0277,Europe and Central Asia,Upper middle income,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
BIH,Bosnia and Herzegovina,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2012,18.1893,Europe and Central Asia,Upper middle income,Outdated (>10 years),12,Excl. Breastfeeding,Data outdated
BIH,Bosnia and Herzegovina,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,5.1547,Europe and Central Asia,Upper middle income,Recent (≤5 years),4,Low Birth Weight,On track
BLR,Belarus,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,22.1,Europe and Central Asia,,Recent (≤5 years),1,Anaemia (WRA),On track
BLR,Belarus,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,1.147,Europe and Central Asia,,Recent (≤5 years),0,Stunting,On track
BLR,Belarus,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,3.4135,Europe and Central Asia,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
BLR,Belarus,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2019,21.7044,Europe and Central Asia,,Recent (≤5 years),5,Excl. Breastfeeding,Off track
BLR,Belarus,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,5.123,Europe and Central Asia,,Recent (≤5 years),4,Low Birth Weight,On track
BLZ,Belize,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,21.3,Latin America and Caribbean,Lower middle income,Recent (≤5 years),1,Anaemia (WRA),On track
BLZ,Belize,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,11.6866,Latin America and Caribbean,Lower middle income,Recent (≤5 years),0,Stunting,Insufficient progress
BLZ,Belize,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,5.6497,Latin America and Caribbean,Lower middle income,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
BLZ,Belize,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2015,33.1646,Latin America and Caribbean,Lower middle income,Dated (6-10 years),9,Excl. Breastfeeding,Data outdated
BLZ,Belize,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,11.559,Latin America and Caribbean,Lower middle income,Recent (≤5 years),4,Low Birth Weight,On track
BOL,Bolivia (Plurinational State of),NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,24.9,Latin America and Caribbean,Lower middle income,Recent (≤5 years),1,Anaemia (WRA),On track
BOL,Bolivia (Plurinational State of),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,10.7258,Latin America and Caribbean,Lower middle income,Recent (≤5 years),0,Stunting,Insufficient progress
BOL,Bolivia (Plurinational State of),NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,9.8887,Latin America and Caribbean,Lower middle income,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
BOL,Bolivia (Plurinational State of),NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2016,55.6582,Latin America and Caribbean,Lower middle income,Dated (6-10 years),8,Excl. Breastfeeding,Data outdated
BOL,Bolivia (Plurinational State of),NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,7.9334,Latin America and Caribbean,Lower middle income,Recent (≤5 years),4,Low Birth Weight,On track
BRA,Brazil,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,21.3,Latin America and Caribbean,Upper middle income,Recent (≤5 years),1,Anaemia (WRA),On track
BRA,Brazil,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,8.8894,Latin America and Caribbean,Upper middle income,Recent (≤5 years),0,Stunting,On track
BRA,Brazil,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,10.8814,Latin America and Caribbean,Upper middle income,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
BRA,Brazil,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2019,45.8,Latin America and Caribbean,Upper middle income,Recent (≤5 years),5,Excl. Breastfeeding,Insufficient progress
BRA,Brazil,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,8.6981,Latin America and Caribbean,Upper middle income,Recent (≤5 years),4,Low Birth Weight,On track
BRB,Barbados,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,20.1,Latin America and Caribbean,High income,Recent (≤5 years),1,Anaemia (WRA),On track
BRB,Barbados,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,5.7679,Latin America and Caribbean,High income,Recent (≤5 years),0,Stunting,On track
BRB,Barbados,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,13.0229,Latin America and Caribbean,High income,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
BRB,Barbados,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2012,19.6969,Latin America and Caribbean,High income,Outdated (>10 years),12,Excl. Breastfeeding,Data outdated
BRN,Brunei Darussalam,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,18.3,East Asia and Pacific,High income,Recent (≤5 years),1,Anaemia (WRA),On track
BRN,Brunei Darussalam,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,9.9426,East Asia and Pacific,High income,Recent (≤5 years),0,Stunting,On track
BRN,Brunei Darussalam,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,9.4567,East Asia and Pacific,High income,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
BRN,Brunei Darussalam,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,13.6415,East Asia and Pacific,High income,Recent (≤5 years),4,Low Birth Weight,On track
BTN,Bhutan,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,33.8,South Asia,Lower middle income,Recent (≤5 years),1,Anaemia (WRA),On track
BTN,Bhutan,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,17.8741,South Asia,Lower middle income,Recent (≤5 years),0,Stunting,Off track
BTN,Bhutan,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,7.9868,South Asia,Lower middle income,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
BTN,Bhutan,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2023,69.4,South Asia,Lower middle income,Recent (≤5 years),1,Excl. Breastfeeding,On track
BTN,Bhutan,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,11.431,South Asia,Lower middle income,Recent (≤5 years),4,Low Birth Weight,On track
BWA,Botswana,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,30.9,Sub-Saharan Africa,Upper middle income,Recent (≤5 years),1,Anaemia (WRA),On track
BWA,Botswana,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,20.9845,Sub-Saharan Africa,Upper middle income,Recent (≤5 years),0,Stunting,Off track
BWA,Botswana,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,11.4868,Sub-Saharan Africa,Upper middle income,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
BWA,Botswana,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2017,29.9944,Sub-Saharan Africa,Upper middle income,Dated (6-10 years),7,Excl. Breastfeeding,Off track
BWA,Botswana,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,16.8344,Sub-Saharan Africa,Upper middle income,Recent (≤5 years),4,Low Birth Weight,On track
CAF,Central African Republic,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,43.4,Sub-Saharan Africa,Low income,Recent (≤5 years),1,Anaemia (WRA),On track
CAF,Central African Republic,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,38.9465,Sub-Saharan Africa,Low income,Recent (≤5 years),0,Stunting,Off track
CAF,Central African Republic,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,2.2882,Sub-Saharan Africa,Low income,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
CAF,Central African Republic,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2019,36.1522,Sub-Saharan Africa,Low income,Recent (≤5 years),5,Excl. Breastfeeding,Off track
CAF,Central African Republic,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,16.3547,Sub-Saharan Africa,Low income,Recent (≤5 years),4,Low Birth Weight,On track
CAN,Canada,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,14.0,North America,High income,Recent (≤5 years),1,Anaemia (WRA),On track
CAN,Canada,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,11.3564,North America,High income,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
CAN,Canada,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,6.6254,North America,High income,Recent (≤5 years),4,Low Birth Weight,On track
CHE,Switzerland,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,16.6,Europe and Central Asia,High income,Recent (≤5 years),1,Anaemia (WRA),On track
CHE,Switzerland,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,6.4161,Europe and Central Asia,High income,Recent (≤5 years),4,Low Birth Weight,On track
CHL,Chile,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,15.7,Latin America and Caribbean,High income,Recent (≤5 years),1,Anaemia (WRA),On track
CHL,Chile,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,1.708,Latin America and Caribbean,High income,Recent (≤5 years),0,Stunting,On track
CHL,Chile,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,8.7377,Latin America and Caribbean,High income,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
CHL,Chile,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,6.8367,Latin America and Caribbean,High income,Recent (≤5 years),4,Low Birth Weight,On track
CHN,China,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,15.6,East Asia and Pacific,Upper middle income,Recent (≤5 years),1,Anaemia (WRA),On track
CHN,China,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,4.5244,East Asia and Pacific,Upper middle income,Recent (≤5 years),0,Stunting,On track
CHN,China,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,11.1292,East Asia and Pacific,Upper middle income,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
CHN,China,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2017,35.1,East Asia and Pacific,Upper middle income,Dated (6-10 years),7,Excl. Breastfeeding,Off track
CHN,China,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,4.9735,East Asia and Pacific,Upper middle income,Recent (≤5 years),4,Low Birth Weight,On track
CIV,Côte d'Ivoire,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,51.4,Sub-Saharan Africa,Lower middle income,Recent (≤5 years),1,Anaemia (WRA),Insufficient progress
CIV,Côte d'Ivoire,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,20.2698,Sub-Saharan Africa,Lower middle income,Recent (≤5 years),0,Stunting,Off track
CIV,Côte d'Ivoire,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,3.5278,Sub-Saharan Africa,Lower middle income,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
CIV,Côte d'Ivoire,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2021,33.9636,Sub-Saharan Africa,Lower middle income,Recent (≤5 years),3,Excl. Breastfeeding,Off track
CIV,Côte d'Ivoire,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,18.2898,Sub-Saharan Africa,Lower middle income,Recent (≤5 years),4,Low Birth Weight,On track
CMR,Cameroon,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,38.9,Sub-Saharan Africa,Lower middle income,Recent (≤5 years),1,Anaemia (WRA),On track
CMR,Cameroon,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,27.2051,Sub-Saharan Africa,Lower middle income,Recent (≤5 years),0,Stunting,Off track
CMR,Cameroon,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,13.5938,Sub-Saharan Africa,Lower middle income,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
CMR,Cameroon,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2018,39.4132,Sub-Saharan Africa,Lower middle income,Dated (6-10 years),6,Excl. Breastfeeding,Off track
CMR,Cameroon,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,12.5126,Sub-Saharan Africa,Lower middle income,Recent (≤5 years),4,Low Birth Weight,On track
COD,Democratic Republic of the Congo,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,40.0,Sub-Saharan Africa,Low income,Recent (≤5 years),1,Anaemia (WRA),On track
COD,Democratic Republic of the Congo,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,44.0648,Sub-Saharan Africa,Low income,Recent (≤5 years),0,Stunting,Off track
COD,Democratic Republic of the Congo,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,4.1562,Sub-Saharan Africa,Low income,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
COD,Democratic Republic of the Congo,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2023,52.2599,Sub-Saharan Africa,Low income,Recent (≤5 years),1,Excl. Breastfeeding,Insufficient progress
COD,Democratic Republic of the Congo,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,10.157,Sub-Saharan Africa,Low income,Recent (≤5 years),4,Low Birth Weight,On track
COG,Congo,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,46.7,Sub-Saharan Africa,Lower middle income,Recent (≤5 years),1,Anaemia (WRA),On track
COG,Congo,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,16.2649,Sub-Saharan Africa,Lower middle income,Recent (≤5 years),0,Stunting,Off track
COG,Congo,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,5.3014,Sub-Saharan Africa,Lower middle income,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
COG,Congo,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2014,32.8551,Sub-Saharan Africa,Lower middle income,Dated (6-10 years),10,Excl. Breastfeeding,Data outdated
COG,Congo,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,11.9265,Sub-Saharan Africa,Lower middle income,Recent (≤5 years),4,Low Birth Weight,On track
